image_size,file_path,file_name,file_extension,file_size,watch_brand,watch_model,watch_name
"(1280, 545)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/240/Sinn_MINT_2017_Sinn_Automatic_240_ST_43mm_Stainless_Steel_Watch_Pilot_Black_Leather-5.jpg,Sinn_MINT_2017_Sinn_Automatic_240_ST_43mm_Stainless_Steel_Watch_Pilot_Black_Leather-5.jpg,.jpg,"(59.3, 'KB')",Sinn,240,['Sinn MINT 2017 Sinn Automatic 240 ST 43mm Stainless Steel Watch Pilot Black Leather']
"(970, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/240/Sinn_MINT_2017_Sinn_Automatic_240_ST_43mm_Stainless_Steel_Watch_Pilot_Black_Leather-6.jpg,Sinn_MINT_2017_Sinn_Automatic_240_ST_43mm_Stainless_Steel_Watch_Pilot_Black_Leather-6.jpg,.jpg,"(103.4, 'KB')",Sinn,240,['Sinn MINT 2017 Sinn Automatic 240 ST 43mm Stainless Steel Watch Pilot Black Leather']
"(790, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/240/Sinn_MINT_2017_Sinn_Automatic_240_ST_43mm_Stainless_Steel_Watch_Pilot_Black_Leather-7.jpg,Sinn_MINT_2017_Sinn_Automatic_240_ST_43mm_Stainless_Steel_Watch_Pilot_Black_Leather-7.jpg,.jpg,"(77.7, 'KB')",Sinn,240,['Sinn MINT 2017 Sinn Automatic 240 ST 43mm Stainless Steel Watch Pilot Black Leather']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_A-1.jpg,Sinn_243_TW66_WG_A-1.jpg,.jpg,"(41.3, 'KB')",Sinn,243,['Sinn 243 TW66 WG A']
"(738, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_A-10.jpg,Sinn_243_TW66_WG_A-10.jpg,.jpg,"(23.2, 'KB')",Sinn,243,['Sinn 243 TW66 WG A']
"(738, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_A-11.jpg,Sinn_243_TW66_WG_A-11.jpg,.jpg,"(22.5, 'KB')",Sinn,243,['Sinn 243 TW66 WG A']
"(742, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_A-12.jpg,Sinn_243_TW66_WG_A-12.jpg,.jpg,"(29.0, 'KB')",Sinn,243,['Sinn 243 TW66 WG A']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_A-2.jpg,Sinn_243_TW66_WG_A-2.jpg,.jpg,"(36.0, 'KB')",Sinn,243,['Sinn 243 TW66 WG A']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_A-3.jpg,Sinn_243_TW66_WG_A-3.jpg,.jpg,"(38.2, 'KB')",Sinn,243,['Sinn 243 TW66 WG A']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_A-4.jpg,Sinn_243_TW66_WG_A-4.jpg,.jpg,"(37.3, 'KB')",Sinn,243,['Sinn 243 TW66 WG A']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_A-5.jpg,Sinn_243_TW66_WG_A-5.jpg,.jpg,"(36.7, 'KB')",Sinn,243,['Sinn 243 TW66 WG A']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_A-6.jpg,Sinn_243_TW66_WG_A-6.jpg,.jpg,"(38.6, 'KB')",Sinn,243,['Sinn 243 TW66 WG A']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_A-7.jpg,Sinn_243_TW66_WG_A-7.jpg,.jpg,"(38.1, 'KB')",Sinn,243,['Sinn 243 TW66 WG A']
"(738, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_A-8.jpg,Sinn_243_TW66_WG_A-8.jpg,.jpg,"(44.2, 'KB')",Sinn,243,['Sinn 243 TW66 WG A']
"(738, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_A-9.jpg,Sinn_243_TW66_WG_A-9.jpg,.jpg,"(47.3, 'KB')",Sinn,243,['Sinn 243 TW66 WG A']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_K-1.jpg,Sinn_243_TW66_WG_K-1.jpg,.jpg,"(40.9, 'KB')",Sinn,243,['Sinn 243 TW66 WG K']
"(738, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_K-10.jpg,Sinn_243_TW66_WG_K-10.jpg,.jpg,"(23.2, 'KB')",Sinn,243,['Sinn 243 TW66 WG K']
"(742, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_K-11.jpg,Sinn_243_TW66_WG_K-11.jpg,.jpg,"(32.4, 'KB')",Sinn,243,['Sinn 243 TW66 WG K']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_K-12.jpg,Sinn_243_TW66_WG_K-12.jpg,.jpg,"(44.9, 'KB')",Sinn,243,['Sinn 243 TW66 WG K']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_K-2.jpg,Sinn_243_TW66_WG_K-2.jpg,.jpg,"(41.8, 'KB')",Sinn,243,['Sinn 243 TW66 WG K']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_K-3.jpg,Sinn_243_TW66_WG_K-3.jpg,.jpg,"(39.7, 'KB')",Sinn,243,['Sinn 243 TW66 WG K']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_K-4.jpg,Sinn_243_TW66_WG_K-4.jpg,.jpg,"(41.8, 'KB')",Sinn,243,['Sinn 243 TW66 WG K']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_K-5.jpg,Sinn_243_TW66_WG_K-5.jpg,.jpg,"(40.4, 'KB')",Sinn,243,['Sinn 243 TW66 WG K']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_K-6.jpg,Sinn_243_TW66_WG_K-6.jpg,.jpg,"(42.3, 'KB')",Sinn,243,['Sinn 243 TW66 WG K']
"(738, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_K-7.jpg,Sinn_243_TW66_WG_K-7.jpg,.jpg,"(60.9, 'KB')",Sinn,243,['Sinn 243 TW66 WG K']
"(738, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_K-8.jpg,Sinn_243_TW66_WG_K-8.jpg,.jpg,"(47.2, 'KB')",Sinn,243,['Sinn 243 TW66 WG K']
"(738, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_K-9.jpg,Sinn_243_TW66_WG_K-9.jpg,.jpg,"(22.6, 'KB')",Sinn,243,['Sinn 243 TW66 WG K']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_M-1.jpg,Sinn_243_TW66_WG_M-1.jpg,.jpg,"(39.9, 'KB')",Sinn,243,['Sinn 243 TW66 WG M']
"(738, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_M-10.jpg,Sinn_243_TW66_WG_M-10.jpg,.jpg,"(23.1, 'KB')",Sinn,243,['Sinn 243 TW66 WG M']
"(742, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_M-11.jpg,Sinn_243_TW66_WG_M-11.jpg,.jpg,"(29.2, 'KB')",Sinn,243,['Sinn 243 TW66 WG M']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_M-12.jpg,Sinn_243_TW66_WG_M-12.jpg,.jpg,"(43.1, 'KB')",Sinn,243,['Sinn 243 TW66 WG M']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_M-2.jpg,Sinn_243_TW66_WG_M-2.jpg,.jpg,"(39.0, 'KB')",Sinn,243,['Sinn 243 TW66 WG M']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_M-3.jpg,Sinn_243_TW66_WG_M-3.jpg,.jpg,"(40.3, 'KB')",Sinn,243,['Sinn 243 TW66 WG M']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_M-4.jpg,Sinn_243_TW66_WG_M-4.jpg,.jpg,"(39.9, 'KB')",Sinn,243,['Sinn 243 TW66 WG M']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_M-5.jpg,Sinn_243_TW66_WG_M-5.jpg,.jpg,"(37.7, 'KB')",Sinn,243,['Sinn 243 TW66 WG M']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_M-6.jpg,Sinn_243_TW66_WG_M-6.jpg,.jpg,"(38.5, 'KB')",Sinn,243,['Sinn 243 TW66 WG M']
"(738, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_M-7.jpg,Sinn_243_TW66_WG_M-7.jpg,.jpg,"(53.6, 'KB')",Sinn,243,['Sinn 243 TW66 WG M']
"(738, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_M-8.jpg,Sinn_243_TW66_WG_M-8.jpg,.jpg,"(47.3, 'KB')",Sinn,243,['Sinn 243 TW66 WG M']
"(738, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_M-9.jpg,Sinn_243_TW66_WG_M-9.jpg,.jpg,"(22.6, 'KB')",Sinn,243,['Sinn 243 TW66 WG M']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_Perlmutt_W-1.jpg,Sinn_243_TW66_WG_Perlmutt_W-1.jpg,.jpg,"(37.8, 'KB')",Sinn,243,['Sinn 243 TW66 WG Perlmutt W']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_Perlmutt_W-2.jpg,Sinn_243_TW66_WG_Perlmutt_W-2.jpg,.jpg,"(40.1, 'KB')",Sinn,243,['Sinn 243 TW66 WG Perlmutt W']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_Perlmutt_W-3.jpg,Sinn_243_TW66_WG_Perlmutt_W-3.jpg,.jpg,"(39.1, 'KB')",Sinn,243,['Sinn 243 TW66 WG Perlmutt W']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_Perlmutt_W-4.jpg,Sinn_243_TW66_WG_Perlmutt_W-4.jpg,.jpg,"(38.6, 'KB')",Sinn,243,['Sinn 243 TW66 WG Perlmutt W']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_Perlmutt_W-5.jpg,Sinn_243_TW66_WG_Perlmutt_W-5.jpg,.jpg,"(40.5, 'KB')",Sinn,243,['Sinn 243 TW66 WG Perlmutt W']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_Perlmutt_W-6.jpg,Sinn_243_TW66_WG_Perlmutt_W-6.jpg,.jpg,"(40.0, 'KB')",Sinn,243,['Sinn 243 TW66 WG Perlmutt W']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_Perlmutt_W-7.jpg,Sinn_243_TW66_WG_Perlmutt_W-7.jpg,.jpg,"(43.1, 'KB')",Sinn,243,['Sinn 243 TW66 WG Perlmutt W']
"(738, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_Perlmutt_Weiß-1.jpg,Sinn_243_TW66_WG_Perlmutt_Weiß-1.jpg,.jpg,"(54.8, 'KB')",Sinn,243,['Sinn 243 TW66 WG Perlmutt Weiß']
"(738, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_Perlmutt_Weiß-2.jpg,Sinn_243_TW66_WG_Perlmutt_Weiß-2.jpg,.jpg,"(47.3, 'KB')",Sinn,243,['Sinn 243 TW66 WG Perlmutt Weiß']
"(738, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_Perlmutt_Weiß-3.jpg,Sinn_243_TW66_WG_Perlmutt_Weiß-3.jpg,.jpg,"(22.5, 'KB')",Sinn,243,['Sinn 243 TW66 WG Perlmutt Weiß']
"(738, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_Perlmutt_Weiß-4.jpg,Sinn_243_TW66_WG_Perlmutt_Weiß-4.jpg,.jpg,"(23.2, 'KB')",Sinn,243,['Sinn 243 TW66 WG Perlmutt Weiß']
"(742, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_Perlmutt_Weiß-5.jpg,Sinn_243_TW66_WG_Perlmutt_Weiß-5.jpg,.jpg,"(31.0, 'KB')",Sinn,243,['Sinn 243 TW66 WG Perlmutt Weiß']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_S-1.jpg,Sinn_243_TW66_WG_S-1.jpg,.jpg,"(41.9, 'KB')",Sinn,243,['Sinn 243 TW66 WG S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_S-2.jpg,Sinn_243_TW66_WG_S-2.jpg,.jpg,"(36.4, 'KB')",Sinn,243,['Sinn 243 TW66 WG S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_S-3.jpg,Sinn_243_TW66_WG_S-3.jpg,.jpg,"(38.7, 'KB')",Sinn,243,['Sinn 243 TW66 WG S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_S-4.jpg,Sinn_243_TW66_WG_S-4.jpg,.jpg,"(37.6, 'KB')",Sinn,243,['Sinn 243 TW66 WG S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_S-5.jpg,Sinn_243_TW66_WG_S-5.jpg,.jpg,"(39.1, 'KB')",Sinn,243,['Sinn 243 TW66 WG S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_S-6.jpg,Sinn_243_TW66_WG_S-6.jpg,.jpg,"(38.6, 'KB')",Sinn,243,['Sinn 243 TW66 WG S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_TW66_WG_S-7.jpg,Sinn_243_TW66_WG_S-7.jpg,.jpg,"(37.3, 'KB')",Sinn,243,['Sinn 243 TW66 WG S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_A-1.jpg,Sinn_243_Ti_A-1.jpg,.jpg,"(38.5, 'KB')",Sinn,243,['Sinn 243 Ti A']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_M-1.jpg,Sinn_243_Ti_M-1.jpg,.jpg,"(40.2, 'KB')",Sinn,243,['Sinn 243 Ti M']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_M-2.jpg,Sinn_243_Ti_M-2.jpg,.jpg,"(37.1, 'KB')",Sinn,243,['Sinn 243 Ti M']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_M-3.jpg,Sinn_243_Ti_M-3.jpg,.jpg,"(36.0, 'KB')",Sinn,243,['Sinn 243 Ti M']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_M-4.jpg,Sinn_243_Ti_M-4.jpg,.jpg,"(37.4, 'KB')",Sinn,243,['Sinn 243 Ti M']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_M-5.jpg,Sinn_243_Ti_M-5.jpg,.jpg,"(37.1, 'KB')",Sinn,243,['Sinn 243 Ti M']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_M-6.jpg,Sinn_243_Ti_M-6.jpg,.jpg,"(34.8, 'KB')",Sinn,243,['Sinn 243 Ti M']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_M-7.jpg,Sinn_243_Ti_M-7.jpg,.jpg,"(35.6, 'KB')",Sinn,243,['Sinn 243 Ti M']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_Perlmutt_W-1.jpg,Sinn_243_Ti_Perlmutt_W-1.jpg,.jpg,"(37.1, 'KB')",Sinn,243,['Sinn 243 Ti Perlmutt W']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_Perlmutt_W-2.jpg,Sinn_243_Ti_Perlmutt_W-2.jpg,.jpg,"(36.2, 'KB')",Sinn,243,['Sinn 243 Ti Perlmutt W']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_Perlmutt_W-3.jpg,Sinn_243_Ti_Perlmutt_W-3.jpg,.jpg,"(37.2, 'KB')",Sinn,243,['Sinn 243 Ti Perlmutt W']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_Perlmutt_W-4.jpg,Sinn_243_Ti_Perlmutt_W-4.jpg,.jpg,"(35.0, 'KB')",Sinn,243,['Sinn 243 Ti Perlmutt W']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_Perlmutt_W-5.jpg,Sinn_243_Ti_Perlmutt_W-5.jpg,.jpg,"(35.7, 'KB')",Sinn,243,['Sinn 243 Ti Perlmutt W']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_Perlmutt_W-6.jpg,Sinn_243_Ti_Perlmutt_W-6.jpg,.jpg,"(37.6, 'KB')",Sinn,243,['Sinn 243 Ti Perlmutt W']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_Perlmutt_W-7.jpg,Sinn_243_Ti_Perlmutt_W-7.jpg,.jpg,"(40.4, 'KB')",Sinn,243,['Sinn 243 Ti Perlmutt W']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_S-1.jpg,Sinn_243_Ti_S-1.jpg,.jpg,"(35.6, 'KB')",Sinn,243,['Sinn 243 Ti S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_S-2.jpg,Sinn_243_Ti_S-2.jpg,.jpg,"(34.7, 'KB')",Sinn,243,['Sinn 243 Ti S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_S-3.jpg,Sinn_243_Ti_S-3.jpg,.jpg,"(35.6, 'KB')",Sinn,243,['Sinn 243 Ti S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_S-4.jpg,Sinn_243_Ti_S-4.jpg,.jpg,"(33.5, 'KB')",Sinn,243,['Sinn 243 Ti S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_S-5.jpg,Sinn_243_Ti_S-5.jpg,.jpg,"(34.2, 'KB')",Sinn,243,['Sinn 243 Ti S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_S-6.jpg,Sinn_243_Ti_S-6.jpg,.jpg,"(36.0, 'KB')",Sinn,243,['Sinn 243 Ti S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_S-7.jpg,Sinn_243_Ti_S-7.jpg,.jpg,"(38.9, 'KB')",Sinn,243,['Sinn 243 Ti S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_Z_S-1.jpg,Sinn_243_Ti_Z_S-1.jpg,.jpg,"(32.7, 'KB')",Sinn,243,['Sinn 243 Ti Z S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_Z_S-2.jpg,Sinn_243_Ti_Z_S-2.jpg,.jpg,"(34.8, 'KB')",Sinn,243,['Sinn 243 Ti Z S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_Z_S-3.jpg,Sinn_243_Ti_Z_S-3.jpg,.jpg,"(33.7, 'KB')",Sinn,243,['Sinn 243 Ti Z S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_Z_S-4.jpg,Sinn_243_Ti_Z_S-4.jpg,.jpg,"(35.2, 'KB')",Sinn,243,['Sinn 243 Ti Z S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_Z_S-5.jpg,Sinn_243_Ti_Z_S-5.jpg,.jpg,"(34.8, 'KB')",Sinn,243,['Sinn 243 Ti Z S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_Z_S-6.jpg,Sinn_243_Ti_Z_S-6.jpg,.jpg,"(33.4, 'KB')",Sinn,243,['Sinn 243 Ti Z S']
"(619, 827)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/243/Sinn_243_Ti_Z_S-7.jpg,Sinn_243_Ti_Z_S-7.jpg,.jpg,"(38.0, 'KB')",Sinn,243,['Sinn 243 Ti Z S']
"(1280, 853)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/256/Sinn_256-1.jpg,Sinn_256-1.jpg,.jpg,"(109.8, 'KB')",Sinn,256,['Sinn 256']
"(1280, 853)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/256/Sinn_256-2.jpg,Sinn_256-2.jpg,.jpg,"(168.0, 'KB')",Sinn,256,['Sinn 256']
"(1280, 853)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/256/Sinn_256-3.jpg,Sinn_256-3.jpg,.jpg,"(114.4, 'KB')",Sinn,256,['Sinn 256']
"(1280, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/256/Sinn_256-4.jpg,Sinn_256-4.jpg,.jpg,"(173.0, 'KB')",Sinn,256,['Sinn 256']
"(1280, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/256/Sinn_256-5.jpg,Sinn_256-5.jpg,.jpg,"(140.9, 'KB')",Sinn,256,['Sinn 256']
"(720, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/256/Sinn_256-6.jpg,Sinn_256-6.jpg,.jpg,"(97.0, 'KB')",Sinn,256,['Sinn 256']
"(712, 959)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/256/Sinn_Day_Date_Chrono._Diver_256_PRICE_REDUCED-1.jpg,Sinn_Day_Date_Chrono._Diver_256_PRICE_REDUCED-1.jpg,.jpg,"(68.9, 'KB')",Sinn,256,['Sinn Day Date Chrono. Diver 256 PRICE REDUCED']
"(712, 959)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/256/Sinn_Day_Date_Chrono._Diver_256_PRICE_REDUCED-2.jpg,Sinn_Day_Date_Chrono._Diver_256_PRICE_REDUCED-2.jpg,.jpg,"(68.8, 'KB')",Sinn,256,['Sinn Day Date Chrono. Diver 256 PRICE REDUCED']
"(912, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/256/Sinn_Day_Date_Chrono._Diver_256_PRICE_REDUCED-3.jpg,Sinn_Day_Date_Chrono._Diver_256_PRICE_REDUCED-3.jpg,.jpg,"(83.9, 'KB')",Sinn,256,['Sinn Day Date Chrono. Diver 256 PRICE REDUCED']
"(893, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/256/Sinn_Day_Date_Chrono._Diver_256_PRICE_REDUCED-4.jpg,Sinn_Day_Date_Chrono._Diver_256_PRICE_REDUCED-4.jpg,.jpg,"(86.5, 'KB')",Sinn,256,['Sinn Day Date Chrono. Diver 256 PRICE REDUCED']
"(1127, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/256/Sinn_Day_Date_Chrono._Diver_256_PRICE_REDUCED-5.jpg,Sinn_Day_Date_Chrono._Diver_256_PRICE_REDUCED-5.jpg,.jpg,"(98.0, 'KB')",Sinn,256,['Sinn Day Date Chrono. Diver 256 PRICE REDUCED']
"(1259, 960)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/256/Sinn_Day_Date_Chrono._Diver_256_PRICE_REDUCED-6.jpg,Sinn_Day_Date_Chrono._Diver_256_PRICE_REDUCED-6.jpg,.jpg,"(86.4, 'KB')",Sinn,256,['Sinn Day Date Chrono. Diver 256 PRICE REDUCED']
"(532, 299)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/303/Sinn_303-1.jpg,Sinn_303-1.jpg,.jpg,"(28.7, 'KB')",Sinn,303,['Sinn 303']
"(532, 299)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/303/Sinn_303-2.jpg,Sinn_303-2.jpg,.jpg,"(28.4, 'KB')",Sinn,303,['Sinn 303']
"(532, 299)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/303/Sinn_303-3.jpg,Sinn_303-3.jpg,.jpg,"(66.5, 'KB')",Sinn,303,['Sinn 303']
"(243, 299)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/303/Sinn_303-4.jpg,Sinn_303-4.jpg,.jpg,"(18.5, 'KB')",Sinn,303,['Sinn 303']
"(1280, 720)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/303/Sinn_303-5.jpg,Sinn_303-5.jpg,.jpg,"(156.1, 'KB')",Sinn,303,['Sinn 303']
"(1280, 720)",/home/neronicolo/programming/data/chrono24/Sinn_1/Sinn/303/Sinn_303-6.jpg,Sinn_303-6.jpg,.jpg,"(173.4, 'KB')",Sinn,303,['Sinn 303']
