image_size_x,image_size_y,name,dial_visibility,dial_visibility_p_0,dial_visibility_p_1,like,like_p_0,like_p_1,image_quality
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-1826.jpg,0.0,0.5619478821754456,0.4380521178245544,-1.0,-1,-1,-1.0
844,768,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-1852.jpg,1.0,0.5374594330787659,0.4625405669212341,-1.0,-1,-1,-1.0
640,480,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-2109.jpg,1.0,0.445667177438736,0.5543328523635864,-1.0,-1,-1,-1.0
732,703,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-2275.jpg,1.0,0.40685996413230896,0.5931400060653687,-1.0,-1,-1,-1.0
539,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-2280.jpg,1.0,0.4022856056690216,0.5977144837379456,-1.0,-1,-1,-1.0
783,629,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-2285.jpg,1.0,0.524375319480896,0.4756247401237488,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-240.jpg,1.0,0.4661042988300324,0.5338957309722899,-1.0,-1,-1,-1.0
1279,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-31.jpg,0.0,0.4932684898376465,0.5067315101623535,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-319.jpg,1.0,0.4929083585739136,0.5070915818214417,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-325.jpg,0.0,0.4766723215579986,0.523327648639679,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-366.jpg,1.0,0.4777365624904633,0.5222634673118591,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-367.jpg,1.0,0.5608387589454651,0.4391612708568573,-1.0,-1,-1,-1.0
1280,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-401.jpg,0.0,0.5076429843902588,0.492357075214386,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-432.jpg,1.0,0.5680003762245178,0.43199965357780457,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-438.jpg,1.0,0.5206192135810852,0.4793808460235596,-1.0,-1,-1,-1.0
1280,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-448.jpg,1.0,0.465366542339325,0.5346335172653198,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-452.jpg,1.0,0.566685676574707,0.43331432342529297,-1.0,-1,-1,-1.0
1280,854,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-46.jpg,1.0,0.4689387977123261,0.5310611724853516,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-516.jpg,1.0,0.5654531121253967,0.4345468580722809,-1.0,-1,-1,-1.0
1280,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-527.jpg,1.0,0.5507405996322632,0.4492593705654144,-1.0,-1,-1,-1.0
540,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-544.jpg,0.0,0.5335691571235657,0.4664308428764343,-1.0,-1,-1,-1.0
1040,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-602.jpg,1.0,0.5916633009910583,0.4083366394042969,-1.0,-1,-1,-1.0
800,800,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-62.jpg,1.0,0.5281270742416382,0.4718729257583618,-1.0,-1,-1,-1.0
1260,840,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-750.jpg,1.0,0.5082890987396239,0.49171090126037603,-1.0,-1,-1,-1.0
1071,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-770.jpg,1.0,0.5180864334106445,0.4819136261940002,-1.0,-1,-1,-1.0
1073,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-774.jpg,0.0,0.4721676409244538,0.5278323888778687,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-823.jpg,1.0,0.4808892905712128,0.5191107392311096,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-844.jpg,1.0,0.5786857008934021,0.4213142991065979,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-897.jpg,1.0,0.5310207605361938,0.4689792692661285,-1.0,-1,-1,-1.0
826,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph-958.jpg,1.0,0.4496152698993683,0.5503847599029541,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_'pride_of_siam'-4.jpg,1.0,0.5405833721160889,0.4594166874885559,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_(sarnico_bg_)-3.jpg,1.0,0.4603950679302216,0.5396049618721008,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_-_box_and_papers_-_2014-1.jpg,1.0,0.4561461508274078,0.5438538789749146,-1.0,-1,-1,-1.0
1024,768,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_-_diamond_set_-_25721st_-_in_stock-1.jpg,1.0,0.4103156626224518,0.5896843075752258,-1.0,-1,-1,-1.0
1024,768,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_-_diamond_set_-_25721st_-_in_stock-2.jpg,1.0,0.4192058444023132,0.5807941555976868,-1.0,-1,-1,-1.0
1024,768,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_-_diamond_set_-_25721st_-_in_stock-3.jpg,1.0,0.5359708666801453,0.4640291035175324,-1.0,-1,-1,-1.0
1280,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_-_terminator_t3_-_limitiert_--10.jpg,1.0,0.4750063717365265,0.5249936580657959,-1.0,-1,-1,-1.0
1086,724,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_-_very_good_condition_-_full_set_25770st.oo.d001in.02-6.jpg,1.0,0.4284751713275909,0.5715247988700867,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_18k_solid_rose_gold-2.jpg,0.0,0.471106767654419,0.5288932919502258,-1.0,-1,-1,-1.0
1280,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_18k_solid_rose_gold-4.jpg,0.0,0.4615744948387146,0.5384255051612854,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_26170st_full_set-1.jpg,1.0,0.5767103433609009,0.4232896268367767,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_26400so.oo.a002ca.01-10.jpg,1.0,0.40367528796195984,0.5963246822357178,-1.0,-1,-1,-1.0
480,480,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_26400so.oo.a002ca.01-20.jpg,1.0,0.4562100470066071,0.5437899231910706,-1.0,-1,-1,-1.0
1280,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_26400so.oo.a002ca.01_aus_2012-2.jpg,1.0,0.4374808669090271,0.5625191330909729,-1.0,-1,-1,-1.0
1280,853,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_26400so_camouflage_new_2018-1.jpg,1.0,0.5360378026962279,0.4639622271060944,-1.0,-1,-1,-1.0
1280,853,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_26470or.oo.1000or.02-6.jpg,1.0,0.423398494720459,0.576601505279541,-1.0,-1,-1,-1.0
1280,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_26470or.oo.a002cr.01-9.jpg,1.0,0.4511995017528534,0.548800528049469,-1.0,-1,-1,-1.0
700,700,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_26470st.oo.a801cr.01-10.jpg,0.0,0.5907753109931946,0.4092247188091278,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_42_mm_rose_gold-1.jpg,1.0,0.4332050681114197,0.5667949914932251,-1.0,-1,-1,-1.0
1193,900,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_42mm_25940sk.oo.d002ca-10.jpg,1.0,0.4802172780036926,0.5197827219963074,-1.0,-1,-1,-1.0
1250,900,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_42mm_25940sk.oo.d002ca-5.jpg,1.0,0.4464721381664276,0.55352783203125,-1.0,-1,-1,-1.0
275,183,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_ap_lebron_james-8.jpg,0.0,0.4146641492843628,0.5853357911109924,-1.0,-1,-1,-1.0
1280,959,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_automatic_diamonds-17.jpg,1.0,0.4188840091228485,0.5811159610748291,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_blue_dial_new-7.jpg,1.0,0.46026265621185297,0.5397373437881471,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_blue_dial_with_new_ap_service-10.jpg,0.0,0.4570273458957672,0.5429726839065552,-1.0,-1,-1,-1.0
1280,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_camo-7.jpg,1.0,0.4616692066192627,0.5383307337760925,-1.0,-1,-1,-1.0
700,700,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_combat_26400so.oo.a054ca.01-6.jpg,0.0,0.5058957934379578,0.4941042363643646,-1.0,-1,-1,-1.0
540,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_custom_diamond_(very_flashy)-1.jpg,1.0,0.4616942703723908,0.5383057594299316,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_custom_diamond_(very_flashy)-2.jpg,1.0,0.5324724912643433,0.4675275385379791,-1.0,-1,-1,-1.0
1280,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_elephant-30.jpg,1.0,0.5779311060905457,0.4220689237117767,-1.0,-1,-1,-1.0
1280,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_elephant-44.jpg,1.0,0.5779311060905457,0.4220689237117767,-1.0,-1,-1,-1.0
1000,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_elephant_26470st.oo.a104cr.01-7.jpg,1.0,0.4649063050746918,0.5350936651229858,-1.0,-1,-1,-1.0
193,261,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_full_rose_gold_2018_model-1.jpg,1.0,0.4129524528980255,0.5870475172996521,-1.0,-1,-1,-1.0
640,426,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_full_set-3.jpg,1.0,0.4240740239620209,0.5759260058403015,-1.0,-1,-1,-1.0
800,800,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_gray_steelleather_42mm_-_264-13.jpg,1.0,0.5511835813522339,0.4488165080547333,-1.0,-1,-1,-1.0
800,800,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_gray_steelleather_42mm_-_264-9.jpg,1.0,0.4591207504272461,0.5408791899681091,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_inkl._19%_mwst_net_out_of_eu-2.jpg,1.0,0.594679057598114,0.4053208827972412,-1.0,-1,-1,-1.0
640,480,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_le_new-1.jpg,1.0,0.4575172364711762,0.5424827337265015,-1.0,-1,-1,-1.0
885,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_lebron_james-10.jpg,1.0,0.5714374184608461,0.4285624921321869,-1.0,-1,-1,-1.0
1267,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_lebron_james-14.jpg,1.0,0.4415131509304047,0.558486819267273,-1.0,-1,-1,-1.0
723,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_lebron_james-19.jpg,0.0,0.4864851832389832,0.5135148167610168,-1.0,-1,-1,-1.0
427,480,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_lebron_james_26210oi.oo.a109cr.01-3.jpg,1.0,0.4727221727371216,0.5272777676582336,-1.0,-1,-1,-1.0
750,750,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_like_new-10.jpg,1.0,0.495312362909317,0.5046875476837158,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_like_new_full_set-3.jpg,1.0,0.4094507694244385,0.5905492305755615,-1.0,-1,-1,-1.0
1280,853,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_montoya_like_new_full_set_05-7.jpg,1.0,0.4909075498580933,0.5090923905372621,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_navy_42mm_26170st.oo.d305cr.01_full_stainless_steel-2.jpg,1.0,0.4374577105045319,0.5625422596931458,-1.0,-1,-1,-1.0
1280,853,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_navy_wempe_papiere_lc100-1.jpg,1.0,0.5304794907569885,0.4695204794406891,-1.0,-1,-1,-1.0
1280,877,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_new-10.jpg,1.0,0.524530827999115,0.475469172000885,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_new-6.jpg,1.0,0.5249398350715637,0.475060224533081,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_pablo_montoya-10.jpg,1.0,0.4741179645061493,0.5258820056915283,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_pablo_montoya-7.jpg,1.0,0.4201793372631073,0.5798206329345703,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_panda-7.jpg,0.0,0.5623912811279297,0.4376087784767151,-1.0,-1,-1,-1.0
1200,900,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_panda_dial-2.jpg,1.0,0.5996425151824951,0.4003574848175049,-1.0,-1,-1,-1.0
1200,900,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_panda_dial_full_set-10.jpg,1.0,0.5216784477233887,0.4783216118812561,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_panda_new_condition-4.jpg,1.0,0.5223987698554993,0.4776012599468231,-1.0,-1,-1,-1.0
1280,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_panda_special_offering-3.jpg,1.0,0.5293604135513306,0.4706395566463471,-1.0,-1,-1,-1.0
1223,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_platinum-20.jpg,1.0,0.538476824760437,0.4615232348442078,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_rose_gold-1.jpg,1.0,0.4181242883205414,0.5818756818771362,-1.0,-1,-1,-1.0
1280,853,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_rose_gold_25940ok_full_set-5.jpg,1.0,0.5554789900779724,0.4445210099220276,-1.0,-1,-1,-1.0
640,640,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_rose_gold_full_set_2008-12.jpg,0.0,0.5676450133323669,0.43235498666763306,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_rose_gold_pink_dial_26470or-2.jpg,1.0,0.5323431491851807,0.4676568806171417,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_rose_gold_pink_dial_26470or-6.jpg,1.0,0.5366666913032532,0.4633332490921021,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_rose_in_perfect_condition-11.jpg,1.0,0.4599190950393677,0.5400809049606323,-1.0,-1,-1,-1.0
1000,562,"chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_rubberclad,_black_dial_-_rose_gold_on_strap-4.jpg",0.0,0.4713295698165894,0.5286704301834106,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_safari-2.jpg,1.0,0.4474252462387085,0.5525748133659363,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_safari_from_2005_with_b_+_p-11.jpg,1.0,0.5639344453811646,0.43606555461883545,-1.0,-1,-1,-1.0
960,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_safari_from_2005_with_b_+_p-4.jpg,0.0,0.5807135105133057,0.4192865192890167,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_ser.e-1.jpg,1.0,0.5488832592964172,0.4511167407035828,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_ser.e-2.jpg,1.0,0.4215832054615021,0.5784167647361755,-1.0,-1,-1,-1.0
800,689,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_silver_dial_42mm-11.jpg,1.0,0.472439706325531,0.5275602340698242,-1.0,-1,-1,-1.0
800,676,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_silver_white_dial_42mm-4.jpg,0.0,0.4505619704723358,0.5494379997253418,-1.0,-1,-1,-1.0
800,679,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_silver_white_dial_42mm-9.jpg,1.0,0.5426666736602783,0.4573333561420441,-1.0,-1,-1,-1.0
1280,719,"chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_special_edition_skull,_black_sober_dial,-_black_dlc_on_strap-4.jpg",0.0,0.4977764785289765,0.5022234916687012,-1.0,-1,-1,-1.0
720,960,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_team_alinghi_forged_carbon-4.jpg,0.0,0.5485498905181885,0.4514501392841339,-1.0,-1,-1,-1.0
1280,853,chrono24_dial_visibility_most_uncertain/audemars_piguet_1/audemars_piguet/royal_oak_offshore_chronograph/audemars_piguet_royal_oak_offshore_chronograph_titanium-15.jpg,0.0,0.5683437585830688,0.4316562116146088,-1.0,-1,-1,-1.0
